time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z
2.000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.360,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
2.560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.874, 346.543, 352.500,1.783, 0.789, -3.069,356.374, 23.086, 327.172,null,null,null,null,null,null
2.600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.246, -3.059,0.940, 346.451, 352.535,1.783, 0.789, -3.069,356.415, 23.116, 327.185,null,null,null,null,null,null
2.640,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.246, -3.059,0.940, 346.451, 352.535,1.783, 0.789, -3.069,356.415, 23.116, 327.185,null,null,null,null,null,null
